城市,日期,銷售額,評分_平均,商品類型,是比賽日
Baku,2024-06-28,488,4.973169407696240,交通票券,FALSE
Baku,2024-06-29,107,4.649890090185670,一日遊,FALSE
Baku,2024-06-30,232,4.627350720089520,交通票券,FALSE
Baku,2024-07-01,276,4.484444653628840,美食體驗,FALSE
Baku,2024-07-02,167,4.695498257910350,美食體驗,FALSE
Baku,2024-07-03,333,4.209073631746580,門票,FALSE
Baku,2024-07-04,210,4.358237005756350,美食體驗,FALSE
Baku,2024-07-05,340,4.119406888065370,一日遊,FALSE
Baku,2024-07-06,472,4.19004117465669,美食體驗,FALSE
Baku,2024-07-07,517,4.798403705791440,美食體驗,FALSE
Baku,2024-07-08,468,4.299155673773410,交通票券,FALSE
Baku,2024-07-09,116,4.954094650625800,交通票券,FALSE
Baku,2024-07-10,219,4.079025463863550,一日遊,FALSE
Baku,2024-07-11,59,4.6786570457601800,交通票券,FALSE
Baku,2024-07-12,134,4.8945584570433200,一日遊,FALSE
Baku,2024-07-13,387,4.901564417849390,一日遊,FALSE
Baku,2024-07-14,158,4.911838498894900,美食體驗,FALSE
Baku,2024-07-15,334,4.419627440099490,一日遊,FALSE
Baku,2024-07-16,348,4.10221986800839,美食體驗,FALSE
Baku,2024-07-17,196,4.696486027527300,門票,FALSE
Baku,2024-07-18,307,4.717726927345540,一日遊,FALSE
Baku,2024-07-19,205,4.0172050798734000,交通票券,FALSE
Baku,2024-07-20,263,4.761551607915660,一日遊,FALSE
Baku,2024-07-21,342,4.07936292680153,交通票券,FALSE
Baku,2024-07-22,100,4.040054346058410,交通票券,FALSE
Baku,2024-07-23,78,4.492728313071300,交通票券,FALSE
Baku,2024-07-24,306,4.763133880033080,門票,FALSE
Baku,2024-07-25,212,4.994880519592090,門票,FALSE
Baku,2024-07-26,221,4.971062933246330,一日遊,FALSE
Baku,2024-07-27,387,4.891016093128370,交通票券,FALSE
Baku,2024-07-28,465,4.3835270438271100,美食體驗,FALSE
Baku,2024-07-29,355,4.760977727006550,交通票券,FALSE
Baku,2024-07-30,387,4.794180383078250,美食體驗,FALSE
Baku,2024-07-31,175,4.3258451127801000,美食體驗,FALSE
Baku,2024-08-01,468,4.28443889558181,一日遊,FALSE
Baku,2024-08-02,56,4.576275462303470,美食體驗,FALSE
Baku,2024-08-03,400,4.504073517845710,門票,FALSE
Baku,2024-08-04,209,4.71079249361326,門票,FALSE
Baku,2024-08-05,497,4.884125812861180,門票,FALSE
Baku,2024-08-06,299,4.198056876472700,門票,FALSE
Baku,2024-08-07,90,4.048116939857980,交通票券,FALSE
Baku,2024-08-08,220,4.506032371373220,一日遊,FALSE
Baku,2024-08-09,519,4.629915427537160,一日遊,FALSE
Baku,2024-08-10,398,4.464501648286240,一日遊,FALSE
Baku,2024-08-11,272,4.574140001239710,交通票券,FALSE
Baku,2024-08-12,365,4.465742362512420,一日遊,FALSE
Baku,2024-08-13,414,4.78815571780559,門票,FALSE
Baku,2024-08-14,225,4.217639729574030,一日遊,FALSE
Baku,2024-08-15,388,4.225862331770300,一日遊,FALSE
Baku,2024-08-16,260,4.624247379748100,美食體驗,FALSE
Baku,2024-08-17,400,4.565027544393080,交通票券,FALSE
Baku,2024-08-18,202,4.70500184321327,門票,FALSE
Baku,2024-08-19,98,4.815895348668870,交通票券,FALSE
Baku,2024-08-20,270,4.983419857209610,美食體驗,FALSE
Baku,2024-08-21,293,4.468004877206,一日遊,FALSE
Baku,2024-08-22,138,4.763140270975070,門票,FALSE
Baku,2024-08-23,340,4.544522427218500,門票,FALSE
Baku,2024-08-24,248,4.582715641648620,美食體驗,FALSE
Baku,2024-08-25,471,4.101425470971700,門票,FALSE
Baku,2024-08-26,111,4.508206582488290,一日遊,FALSE
Baku,2024-08-27,444,4.776469667857090,交通票券,FALSE
Baku,2024-08-28,392,4.438112762634150,門票,FALSE
Baku,2024-08-29,137,4.121942806937670,交通票券,FALSE
Baku,2024-08-30,132,4.654299108601580,美食體驗,FALSE
Baku,2024-08-31,82,4.680805493735900,美食體驗,FALSE
Baku,2024-09-01,377,4.741100529058410,美食體驗,FALSE
Baku,2024-09-02,344,4.7398990150391600,門票,FALSE
Baku,2024-09-03,233,4.814154576126450,美食體驗,FALSE
Baku,2024-09-04,101,4.121375999203400,美食體驗,FALSE
Baku,2024-09-05,202,4.89270395532082,門票,FALSE
Baku,2024-09-06,173,4.545472308106440,一日遊,FALSE
Baku,2024-09-07,133,4.36509538552777,一日遊,FALSE
Baku,2024-09-08,352,4.169754905400420,一日遊,FALSE
Baku,2024-09-09,164,4.960844915067820,交通票券,FALSE
Baku,2024-09-10,204,4.932386247402700,美食體驗,FALSE
Baku,2024-09-11,283,4.245314578243180,交通票券,FALSE
Baku,2024-09-12,466,4.881311347438550,交通票券,FALSE
Baku,2024-09-13,286,4.49085445138659,交通票券,FALSE
Baku,2024-09-14,133,4.535616149832530,一日遊,FALSE
Baku,2024-09-15,398,4.054665970663060,交通票券,TRUE
Baku,2024-09-16,166,4.351705687698090,門票,FALSE
Baku,2024-09-17,359,4.708752140113170,美食體驗,FALSE
Baku,2024-09-18,442,4.814817159222440,美食體驗,FALSE
Baku,2024-09-19,180,4.740638602257930,一日遊,FALSE
Baku,2024-09-20,384,4.920694711890470,交通票券,FALSE
Baku,2024-09-21,361,4.070056071630350,美食體驗,FALSE
Baku,2024-09-22,373,4.319644186239560,門票,FALSE
Baku,2024-09-23,172,4.492713313927860,門票,FALSE
Baku,2024-09-24,223,4.398628708837960,美食體驗,FALSE
Baku,2024-09-25,284,4.992658176941820,美食體驗,FALSE
Baku,2024-09-26,136,4.967494585163540,美食體驗,FALSE
Baku,2024-09-27,395,4.868740531547690,交通票券,FALSE
Baku,2024-09-28,278,4.004912030451990,一日遊,FALSE
Baku,2024-09-29,182,4.106628416484800,一日遊,FALSE
Baku,2024-09-30,482,4.6574502289652200,一日遊,FALSE
Baku,2024-10-01,280,4.710156665293230,交通票券,FALSE
Baku,2024-10-02,147,4.407082395137050,美食體驗,FALSE
Baku,2024-10-03,108,4.628812752871060,美食體驗,FALSE
Baku,2024-10-04,383,4.653905224662840,門票,FALSE
Baku,2024-10-05,380,4.905424962070650,一日遊,FALSE
Baku,2024-10-06,428,4.296293696691960,一日遊,FALSE
Baku,2024-10-07,298,4.419268870582530,門票,FALSE
Baku,2024-10-08,275,4.624970013218810,交通票券,FALSE
Baku,2024-10-09,463,4.343715755977310,一日遊,FALSE
Baku,2024-10-10,207,4.459966941243400,交通票券,FALSE
Baku,2024-10-11,163,4.278287645686350,交通票券,FALSE
Baku,2024-10-12,108,4.88419194328779,美食體驗,FALSE
Baku,2024-10-13,454,4.564568550305810,交通票券,FALSE
Baku,2024-10-14,527,4.881312887215730,交通票券,FALSE
Baku,2024-10-15,128,4.6441531686368600,門票,FALSE
Baku,2024-10-16,206,4.898605039252130,一日遊,FALSE
Baku,2024-10-17,130,4.3412267491350600,門票,FALSE
Baku,2024-10-18,144,4.475693443137690,美食體驗,FALSE
Baku,2024-10-19,298,4.916083020386430,交通票券,FALSE
Baku,2024-10-20,200,4.557187316277460,交通票券,FALSE
Baku,2024-10-21,238,4.016591087133670,美食體驗,FALSE
Baku,2024-10-22,441,4.063042764299960,美食體驗,FALSE
Baku,2024-10-23,514,4.593275543051650,交通票券,FALSE
Baku,2024-10-24,365,4.935659498942420,美食體驗,FALSE
Baku,2024-10-25,177,4.4143870038084500,美食體驗,FALSE
Baku,2024-10-26,310,4.446356249437260,交通票券,FALSE
Baku,2024-10-27,95,4.759151470765650,交通票券,FALSE
Baku,2024-10-28,266,4.429835106394470,美食體驗,FALSE
Baku,2024-10-29,257,4.379030664544930,美食體驗,FALSE
Baku,2024-10-30,501,4.271614037193840,一日遊,FALSE
Baku,2024-10-31,305,4.867533871201950,一日遊,FALSE
Baku,2024-11-01,319,4.987740523593,交通票券,FALSE
Baku,2024-11-02,247,4.558746987445680,一日遊,FALSE
Baku,2024-11-03,210,4.772575755230270,交通票券,FALSE
Baku,2024-11-04,464,4.644514688008940,一日遊,FALSE
Baku,2024-11-05,249,4.571974085771760,門票,FALSE
Baku,2024-11-06,331,4.71278177926279,門票,FALSE
Baku,2024-11-07,350,4.573685873355000,交通票券,FALSE
Baku,2024-11-08,89,4.477217390829480,交通票券,FALSE
Baku,2024-11-09,426,4.033031856699130,美食體驗,FALSE
Baku,2024-11-10,263,4.376489981633650,門票,FALSE
Baku,2024-11-11,360,4.828468313601620,美食體驗,FALSE
Baku,2024-11-12,89,4.833903118238080,美食體驗,FALSE
Baku,2024-11-13,222,4.364074176508650,門票,FALSE
Baku,2024-11-14,370,4.831727756703230,美食體驗,FALSE
Baku,2024-11-15,422,4.676263386397950,門票,FALSE
Baku,2024-11-16,412,4.190365168153460,門票,FALSE
Baku,2024-11-17,223,4.098794005695320,一日遊,FALSE
Baku,2024-11-18,232,4.049684355076830,交通票券,FALSE
Baku,2024-11-19,375,4.02339882558478,交通票券,FALSE
Baku,2024-11-20,131,4.596674132219150,交通票券,FALSE
Baku,2024-11-21,405,4.581670149962770,一日遊,FALSE
Baku,2024-11-22,303,4.03878446299647,門票,FALSE
Baku,2024-11-23,343,4.415227025751610,美食體驗,FALSE
Baku,2024-11-24,271,4.201886543052080,美食體驗,FALSE
Baku,2024-11-25,369,4.135193220059200,美食體驗,FALSE
Baku,2024-11-26,195,4.997295438711740,門票,FALSE
Baku,2024-11-27,164,4.500242391465030,美食體驗,FALSE
Baku,2024-11-28,270,4.471818739388090,美食體驗,FALSE
Baku,2024-11-29,308,4.182877952502900,美食體驗,FALSE
Baku,2024-11-30,491,4.082538117207980,門票,FALSE
Baku,2024-12-01,220,4.917066336615570,美食體驗,FALSE
Baku,2024-12-02,191,4.928846015967730,一日遊,FALSE
Baku,2024-12-03,234,4.312100177979580,美食體驗,FALSE
Baku,2024-12-04,255,4.993974101015320,美食體驗,FALSE
Baku,2024-12-05,325,4.271336574357760,門票,FALSE
Baku,2024-12-06,364,4.211120865689440,交通票券,FALSE
Baku,2024-12-07,355,4.786300027622710,交通票券,FALSE
Baku,2024-12-08,405,4.363057427876030,美食體驗,FALSE
Baku,2024-12-09,229,4.037513279584610,一日遊,FALSE
Baku,2024-12-10,179,4.1005261975309600,交通票券,FALSE
Baku,2024-12-11,187,4.0615878116765500,交通票券,FALSE
Baku,2024-12-12,167,4.352116033305640,美食體驗,FALSE
Baku,2024-12-13,69,4.951908955550910,一日遊,FALSE
Baku,2024-12-14,180,4.979129942123530,一日遊,FALSE
Baku,2024-12-15,325,4.61919170124171,美食體驗,FALSE
Baku,2024-12-16,205,4.7075993479287800,美食體驗,FALSE
Baku,2024-12-17,149,4.847498175678910,一日遊,FALSE
Baku,2024-12-18,234,4.781826138412920,一日遊,FALSE
Baku,2024-12-19,435,4.509660930171030,美食體驗,FALSE
Baku,2024-12-20,74,4.793234913729590,美食體驗,FALSE
Baku,2024-12-21,465,4.952806854373880,美食體驗,FALSE
Baku,2024-12-22,235,4.364786959808080,門票,FALSE
Baku,2024-12-23,264,4.490554844115530,門票,FALSE
Baku,2024-12-24,399,4.555515483514630,一日遊,FALSE
Baku,2024-12-25,412,4.992293138998960,美食體驗,FALSE
Baku,2024-12-26,224,4.8819111797418300,一日遊,FALSE
Baku,2024-12-27,501,4.8542451455659800,一日遊,FALSE
Baku,2024-12-28,293,4.983855347785350,交通票券,FALSE
Baku,2024-12-29,372,4.800064114415790,美食體驗,FALSE
Baku,2024-12-30,226,4.589591698981700,門票,FALSE
Baku,2024-12-31,125,4.6950952389163900,一日遊,FALSE
Suzuka,2024-02-01,394,4.179723171746160,門票,FALSE
Suzuka,2024-02-02,469,4.422328324395010,一日遊,FALSE
Suzuka,2024-02-03,127,4.522761246640430,門票,FALSE
Suzuka,2024-02-04,451,4.527944203523040,美食體驗,FALSE
Suzuka,2024-02-05,361,4.935142669134020,一日遊,FALSE
Suzuka,2024-02-06,94,4.33735421501855,門票,FALSE
Suzuka,2024-02-07,255,4.683023694836950,門票,FALSE
Suzuka,2024-02-08,213,4.025124915684660,一日遊,FALSE
Suzuka,2024-02-09,178,4.353278074272420,門票,FALSE
Suzuka,2024-02-10,354,4.2647382507183600,美食體驗,FALSE
Suzuka,2024-02-11,389,4.49739711868559,一日遊,FALSE
Suzuka,2024-02-12,308,4.7147954142645800,一日遊,FALSE
Suzuka,2024-02-13,436,4.144376929930820,門票,FALSE
Suzuka,2024-02-14,346,4.526715945600900,交通票券,FALSE
Suzuka,2024-02-15,258,4.518742386161250,門票,FALSE
Suzuka,2024-02-16,129,4.81479023405322,美食體驗,FALSE
Suzuka,2024-02-17,290,4.861232708505480,美食體驗,FALSE
Suzuka,2024-02-18,125,4.771997418576590,交通票券,FALSE
Suzuka,2024-02-19,258,4.019934940502410,交通票券,FALSE
Suzuka,2024-02-20,216,4.587203854238090,美食體驗,FALSE
Suzuka,2024-02-21,237,4.1482569999794300,門票,FALSE
Suzuka,2024-02-22,454,4.203672846042320,一日遊,FALSE
Suzuka,2024-02-23,464,4.09491546925385,交通票券,FALSE
Suzuka,2024-02-24,171,4.975148766140110,交通票券,FALSE
Suzuka,2024-02-25,215,4.884320218519550,交通票券,FALSE
Suzuka,2024-02-26,482,4.377293523225520,一日遊,FALSE
Suzuka,2024-02-27,313,4.405535096705610,美食體驗,FALSE
Suzuka,2024-02-28,300,4.291058600463410,美食體驗,FALSE
Suzuka,2024-02-29,457,4.912631056886150,美食體驗,FALSE
Suzuka,2024-03-01,241,4.209734029074350,交通票券,FALSE
Suzuka,2024-03-02,133,4.0952867730181500,一日遊,FALSE
Suzuka,2024-03-03,124,4.033813404850580,交通票券,FALSE
Suzuka,2024-03-04,166,4.611404965398040,一日遊,FALSE
Suzuka,2024-03-05,383,4.099887521088630,美食體驗,FALSE
Suzuka,2024-03-06,361,4.011824326745120,一日遊,FALSE
Suzuka,2024-03-07,331,4.723158401380410,一日遊,FALSE
Suzuka,2024-03-08,309,4.747808962390080,一日遊,FALSE
Suzuka,2024-03-09,302,4.2359701819545500,一日遊,FALSE
Suzuka,2024-03-10,357,4.175077925914150,一日遊,FALSE
Suzuka,2024-03-11,261,4.728280692719560,交通票券,FALSE
Suzuka,2024-03-12,386,4.715024295293190,交通票券,FALSE
Suzuka,2024-03-13,91,4.884932031924040,交通票券,FALSE
Suzuka,2024-03-14,71,4.182003185907920,交通票券,FALSE
Suzuka,2024-03-15,415,4.698677225845980,一日遊,FALSE
Suzuka,2024-03-16,281,4.359971238806510,門票,FALSE
Suzuka,2024-03-17,354,4.192526697192430,門票,FALSE
Suzuka,2024-03-18,78,4.6408172888318100,美食體驗,FALSE
Suzuka,2024-03-19,482,4.979651978001480,美食體驗,FALSE
Suzuka,2024-03-20,322,4.600370586617420,美食體驗,FALSE
Suzuka,2024-03-21,376,4.071652684800130,門票,FALSE
Suzuka,2024-03-22,199,4.717222330912260,一日遊,FALSE
Suzuka,2024-03-23,196,4.436318772835060,美食體驗,FALSE
Suzuka,2024-03-24,118,4.530200408967270,一日遊,FALSE
Suzuka,2024-03-25,530,4.176281278518400,門票,FALSE
Suzuka,2024-03-26,467,4.745221987894770,美食體驗,FALSE
Suzuka,2024-03-27,288,4.209429292141070,美食體驗,FALSE
Suzuka,2024-03-28,413,4.614488708728540,美食體驗,FALSE
Suzuka,2024-03-29,154,4.317550021974230,門票,FALSE
Suzuka,2024-03-30,474,4.2884954065944600,美食體驗,FALSE
Suzuka,2024-03-31,147,4.551010741496860,一日遊,FALSE
Suzuka,2024-04-01,395,4.0544595180770900,門票,FALSE
Suzuka,2024-04-02,366,4.085448078304600,美食體驗,FALSE
Suzuka,2024-04-03,380,4.846019646252150,美食體驗,FALSE
Suzuka,2024-04-04,412,4.106824215801160,美食體驗,FALSE
Suzuka,2024-04-05,354,4.176270318774680,美食體驗,FALSE
Suzuka,2024-04-06,461,4.5592674705781100,交通票券,FALSE
Suzuka,2024-04-07,281,4.260793531197020,門票,TRUE
Suzuka,2024-04-08,333,4.110979091095510,一日遊,FALSE
Suzuka,2024-04-09,376,4.913344551142160,美食體驗,FALSE
Suzuka,2024-04-10,92,4.635349307712210,門票,FALSE
Suzuka,2024-04-11,369,4.078206750981770,美食體驗,FALSE
Suzuka,2024-04-12,201,4.736691396444140,美食體驗,FALSE
Suzuka,2024-04-13,477,4.349112112972410,一日遊,FALSE
Suzuka,2024-04-14,362,4.290958175561840,美食體驗,FALSE
Suzuka,2024-04-15,284,4.574645566111180,美食體驗,FALSE
Suzuka,2024-04-16,215,4.46151348865938,美食體驗,FALSE
Suzuka,2024-04-17,184,4.858064347548010,一日遊,FALSE
Suzuka,2024-04-18,385,4.528092977351870,一日遊,FALSE
Suzuka,2024-04-19,170,4.583687479659290,門票,FALSE
Suzuka,2024-04-20,423,4.393489258096210,美食體驗,FALSE
Suzuka,2024-04-21,180,4.089577977350090,美食體驗,FALSE
Suzuka,2024-04-22,231,4.293005903976710,美食體驗,FALSE
Suzuka,2024-04-23,211,4.2809333037925200,一日遊,FALSE
Suzuka,2024-04-24,468,4.3396875787031500,門票,FALSE
Suzuka,2024-04-25,292,4.389998402164400,門票,FALSE
Suzuka,2024-04-26,298,4.220905829025850,美食體驗,FALSE
Suzuka,2024-04-27,295,4.637384222491930,美食體驗,FALSE
Suzuka,2024-04-28,341,4.59872230481924,一日遊,FALSE
Suzuka,2024-04-29,153,4.579423755659650,美食體驗,FALSE
Suzuka,2024-04-30,403,4.647338441021820,交通票券,FALSE
Suzuka,2024-05-01,442,4.10064848901975,門票,FALSE
Suzuka,2024-05-02,494,4.391826735594190,一日遊,FALSE
Suzuka,2024-05-03,468,4.388124893128460,一日遊,FALSE
Suzuka,2024-05-04,242,4.485383132722280,交通票券,FALSE
Suzuka,2024-05-05,348,4.615979126903470,門票,FALSE
Suzuka,2024-05-06,414,4.3392114360344200,一日遊,FALSE
Suzuka,2024-05-07,205,4.168508333129360,美食體驗,FALSE
Suzuka,2024-05-08,479,4.049457367382410,交通票券,FALSE
Suzuka,2024-05-09,170,4.513610310406220,美食體驗,FALSE
Suzuka,2024-05-10,488,4.750752164850170,一日遊,FALSE
Suzuka,2024-05-11,169,4.325973487827680,一日遊,FALSE
Suzuka,2024-05-12,357,4.631502257901500,一日遊,FALSE
Suzuka,2024-05-13,254,4.150322597929390,美食體驗,FALSE
Suzuka,2024-05-14,490,4.288962089216070,美食體驗,FALSE
Suzuka,2024-05-15,305,4.883775390241250,交通票券,FALSE
Suzuka,2024-05-16,352,4.614327811557840,美食體驗,FALSE
Suzuka,2024-05-17,347,4.297160200535790,交通票券,FALSE
